,Country,Year,marriage_rate,Continent
0,Australia,1970,9.2798,Oceania
1,Australia,1980,7.4,Oceania
2,Australia,1981,7.6,Oceania
3,Australia,1982,7.7,Oceania
4,Australia,1983,7.5,Oceania
5,Australia,1984,7.0,Oceania
6,Australia,1985,7.3,Oceania
7,Australia,1986,7.2,Oceania
8,Australia,1987,7.0,Oceania
9,Australia,1988,7.1,Oceania
10,Australia,1989,7.0,Oceania
11,Australia,1990,6.9,Oceania
12,Australia,1991,6.6,Oceania
13,Australia,1992,6.6,Oceania
14,Australia,1993,6.411,Oceania
15,Australia,1994,6.2,Oceania
16,Australia,1995,6.1,Oceania
17,Australia,1996,5.8,Oceania
18,Australia,1997,5.8,Oceania
19,Australia,1998,5.9,Oceania
20,Australia,1999,6.0,Oceania
21,Australia,2000,5.9,Oceania
22,Australia,2001,5.3,Oceania
23,Australia,2002,5.4,Oceania
24,Australia,2003,5.348,Oceania
25,Australia,2004,5.5,Oceania
26,Australia,2005,5.4,Oceania
27,Australia,2006,5.5,Oceania
28,Australia,2007,5.5,Oceania
29,Australia,2008,5.5,Oceania
30,Australia,2009,5.5,Oceania
31,Australia,2010,5.4,Oceania
32,Australia,2011,5.4,Oceania
33,Australia,2012,5.4,Oceania
34,Australia,2013,5.1,Oceania
35,Australia,2014,5.2,Oceania
36,Australia,2015,4.8,Oceania
37,Australia,2016,4.9,Oceania
38,Australia,2017,4.59182518201094,Oceania
39,Austria,1960,8.3,Europe
40,Austria,1961,8.5,Europe
41,Austria,1962,8.4,Europe
42,Austria,1963,8.1,Europe
43,Austria,1964,8.0,Europe
44,Austria,1965,7.8,Europe
45,Austria,1966,7.6,Europe
46,Austria,1967,7.6,Europe
47,Austria,1968,7.6,Europe
48,Austria,1969,7.3,Europe
49,Austria,1970,7.1,Europe
50,Austria,1971,6.4,Europe
51,Austria,1972,7.6,Europe
52,Austria,1973,6.5,Europe
53,Austria,1974,6.5,Europe
54,Austria,1975,6.1,Europe
55,Austria,1976,6.0,Europe
56,Austria,1977,6.0,Europe
57,Austria,1978,5.9,Europe
58,Austria,1979,6.0,Europe
59,Austria,1980,6.2,Europe
60,Austria,1981,6.3,Europe
61,Austria,1982,6.3,Europe
62,Austria,1983,7.4,Europe
63,Austria,1984,6.1,Europe
64,Austria,1985,5.9,Europe
65,Austria,1986,6.1,Europe
66,Austria,1987,10.1,Europe
67,Austria,1988,4.7,Europe
68,Austria,1989,5.6,Europe
69,Austria,1990,5.9,Europe
70,Austria,1991,5.7,Europe
71,Austria,1992,5.8,Europe
72,Austria,1993,5.7,Europe
73,Austria,1994,5.5,Europe
74,Austria,1995,5.4,Europe
75,Austria,1996,5.3,Europe
76,Austria,1997,5.2,Europe
77,Austria,1998,4.9,Europe
78,Austria,1999,4.9,Europe
79,Austria,2000,4.9,Europe
80,Austria,2001,4.3,Europe
81,Austria,2002,4.5,Europe
82,Austria,2003,4.6,Europe
83,Austria,2004,4.7,Europe
84,Austria,2005,4.8,Europe
85,Austria,2006,4.5,Europe
86,Austria,2007,4.3,Europe
87,Austria,2008,4.2,Europe
88,Austria,2009,4.3,Europe
89,Austria,2010,4.5,Europe
90,Austria,2011,4.3,Europe
91,Austria,2012,4.6,Europe
92,Austria,2013,4.3,Europe
93,Austria,2014,4.4,Europe
94,Austria,2015,5.1,Europe
95,Austria,2016,5.1,Europe
96,Austria,2017,5.1,Europe
97,Belgium,1960,7.1,Europe
98,Belgium,1961,6.8,Europe
99,Belgium,1962,6.7,Europe
100,Belgium,1963,6.7,Europe
101,Belgium,1964,6.9,Europe
102,Belgium,1965,7.0,Europe
103,Belgium,1966,7.2,Europe
104,Belgium,1967,7.1,Europe
105,Belgium,1968,7.2,Europe
106,Belgium,1969,7.5,Europe
107,Belgium,1970,7.6,Europe
108,Belgium,1971,7.6,Europe
109,Belgium,1972,7.7,Europe
110,Belgium,1973,7.6,Europe
111,Belgium,1974,7.5,Europe
112,Belgium,1975,7.3,Europe
113,Belgium,1976,7.2,Europe
114,Belgium,1977,7.0,Europe
115,Belgium,1978,6.8,Europe
116,Belgium,1979,6.6,Europe
117,Belgium,1980,6.7,Europe
118,Belgium,1981,6.5,Europe
119,Belgium,1982,6.3,Europe
120,Belgium,1983,6.1,Europe
121,Belgium,1984,6.0,Europe
122,Belgium,1985,5.8,Europe
123,Belgium,1986,5.8,Europe
124,Belgium,1987,5.7,Europe
125,Belgium,1988,6.0,Europe
126,Belgium,1989,6.4,Europe
127,Belgium,1990,6.5,Europe
128,Belgium,1991,6.1,Europe
129,Belgium,1992,5.8,Europe
130,Belgium,1993,5.4,Europe
131,Belgium,1994,5.1,Europe
132,Belgium,1995,5.1,Europe
133,Belgium,1996,5.0,Europe
134,Belgium,1997,4.7,Europe
135,Belgium,1998,4.4,Europe
136,Belgium,1999,4.3,Europe
137,Belgium,2000,4.4,Europe
138,Belgium,2001,4.1,Europe
139,Belgium,2002,3.9,Europe
140,Belgium,2003,4.0,Europe
141,Belgium,2004,4.2,Europe
142,Belgium,2005,4.1,Europe
143,Belgium,2006,4.2,Europe
144,Belgium,2007,4.3,Europe
145,Belgium,2008,4.3,Europe
146,Belgium,2009,4.0,Europe
147,Belgium,2010,3.9,Europe
148,Belgium,2011,3.7,Europe
149,Belgium,2012,3.8,Europe
150,Belgium,2013,3.4,Europe
151,Belgium,2014,3.6,Europe
152,Belgium,2015,4.0,Europe
153,Belgium,2016,3.9,Europe
154,Belgium,2017,3.9,Europe
155,Canada,1960,7.3,North America
156,Canada,1961,7.0,North America
157,Canada,1962,7.0,North America
158,Canada,1963,6.9,North America
159,Canada,1964,7.2,North America
160,Canada,1965,7.4,North America
161,Canada,1966,7.8,North America
162,Canada,1967,8.1,North America
163,Canada,1968,8.3,North America
164,Canada,1969,8.7,North America
165,Canada,1970,8.8,North America
166,Canada,1971,8.9,North America
167,Canada,1972,9.2,North America
168,Canada,1973,9.0,North America
169,Canada,1974,8.9,North America
170,Canada,1975,8.7,North America
171,Canada,1976,8.4,North America
172,Canada,1977,8.0,North America
173,Canada,1978,7.9,North America
174,Canada,1979,7.8,North America
175,Canada,1980,7.8,North America
176,Canada,1981,7.7,North America
177,Canada,1982,7.5,North America
178,Canada,1983,7.3,North America
179,Canada,1984,7.2,North America
180,Canada,1985,7.1,North America
181,Canada,1986,6.7,North America
182,Canada,1987,6.9,North America
183,Canada,1988,7.0,North America
184,Canada,1989,7.0,North America
185,Canada,1990,6.8,North America
186,Canada,1991,6.1,North America
187,Canada,1992,5.8,North America
188,Canada,1993,5.6,North America
189,Canada,1994,5.5,North America
190,Canada,1995,5.5,North America
191,Canada,1996,5.3,North America
192,Canada,1997,5.1,North America
193,Canada,1998,5.1,North America
194,Canada,1999,5.1,North America
195,Canada,2000,5.1,North America
196,Canada,2001,4.7,North America
197,Canada,2002,4.7,North America
198,Canada,2003,4.7,North America
199,Canada,2004,4.6,North America
200,Canada,2005,4.6,North America
201,Canada,2006,4.6,North America
202,Canada,2007,4.5,North America
203,Canada,2008,4.4,North America
204,Chile,1970,8.0622,South America
205,Chile,1985,7.5275,South America
206,Chile,1992,6.6,South America
207,Chile,1993,6.7,South America
208,Chile,1994,6.5,South America
209,Chile,1995,6.058,South America
210,Chile,1996,5.8,South America
211,Chile,1997,5.3,South America
212,Chile,1998,5.0,South America
213,Chile,1999,4.6,South America
214,Chile,2000,4.4,South America
215,Chile,2001,4.1,South America
216,Chile,2002,3.9,South America
217,Chile,2003,3.6,South America
218,Chile,2004,3.3,South America
219,Chile,2005,3.3098,South America
220,Chile,2006,3.5389858035,South America
221,Chile,2007,3.4818497616,South America
222,Chile,2008,3.3,South America
223,Chile,2009,3.3,South America
224,Chile,2010,3.5311237242,South America
225,Chile,2011,3.7550040728,South America
226,Chile,2012,3.6535817924872624,South America
227,Chile,2013,3.484997004522397,South America
228,Chile,2014,3.640372827872905,South America
229,Chile,2015,3.4290016881213448,South America
230,Chile,2016,3.43361907980504,South America
231,Czech Republic,1960,7.7,Europe
232,Czech Republic,1961,7.7,Europe
233,Czech Republic,1962,8.0,Europe
234,Czech Republic,1963,8.3,Europe
235,Czech Republic,1964,8.3,Europe
236,Czech Republic,1965,8.4,Europe
237,Czech Republic,1966,8.6,Europe
238,Czech Republic,1967,8.9,Europe
239,Czech Republic,1968,9.0,Europe
240,Czech Republic,1969,9.1,Europe
241,Czech Republic,1970,9.2,Europe
242,Czech Republic,1971,9.3,Europe
243,Czech Republic,1972,9.7,Europe
244,Czech Republic,1973,10.0,Europe
245,Czech Republic,1974,9.8,Europe
246,Czech Republic,1975,9.7,Europe
247,Czech Republic,1976,9.4,Europe
248,Czech Republic,1977,9.1,Europe
249,Czech Republic,1978,8.8,Europe
250,Czech Republic,1979,8.2,Europe
251,Czech Republic,1980,7.6,Europe
252,Czech Republic,1981,7.5,Europe
253,Czech Republic,1982,7.5,Europe
254,Czech Republic,1983,7.8,Europe
255,Czech Republic,1984,7.9,Europe
256,Czech Republic,1985,7.8,Europe
257,Czech Republic,1986,7.9,Europe
258,Czech Republic,1987,8.1,Europe
259,Czech Republic,1988,7.9,Europe
260,Czech Republic,1989,7.8,Europe
261,Czech Republic,1990,8.8,Europe
262,Czech Republic,1991,7.0,Europe
263,Czech Republic,1992,7.2,Europe
264,Czech Republic,1993,6.4,Europe
265,Czech Republic,1994,5.7,Europe
266,Czech Republic,1995,5.3,Europe
267,Czech Republic,1996,5.2,Europe
268,Czech Republic,1997,5.6,Europe
269,Czech Republic,1998,5.3,Europe
270,Czech Republic,1999,5.2,Europe
271,Czech Republic,2000,5.4,Europe
272,Czech Republic,2001,5.1,Europe
273,Czech Republic,2002,5.2,Europe
274,Czech Republic,2003,4.8,Europe
275,Czech Republic,2004,5.0,Europe
276,Czech Republic,2005,5.1,Europe
277,Czech Republic,2006,5.2,Europe
278,Czech Republic,2007,5.5,Europe
279,Czech Republic,2008,5.1,Europe
280,Czech Republic,2009,4.6,Europe
281,Czech Republic,2010,4.5,Europe
282,Czech Republic,2011,4.3,Europe
283,Czech Republic,2012,4.3,Europe
284,Czech Republic,2013,4.1,Europe
285,Czech Republic,2014,4.3,Europe
286,Czech Republic,2015,4.6,Europe
287,Czech Republic,2016,4.8,Europe
288,Czech Republic,2017,5.0,Europe
289,Denmark,1960,7.8,Europe
290,Denmark,1961,7.9,Europe
291,Denmark,1962,8.1,Europe
292,Denmark,1963,8.2,Europe
293,Denmark,1964,8.4,Europe
294,Denmark,1965,8.8,Europe
295,Denmark,1966,8.6,Europe
296,Denmark,1967,8.5,Europe
297,Denmark,1968,8.1,Europe
298,Denmark,1969,8.0,Europe
299,Denmark,1970,7.4,Europe
300,Denmark,1971,6.6,Europe
301,Denmark,1972,6.2,Europe
302,Denmark,1973,6.1,Europe
303,Denmark,1974,6.6,Europe
304,Denmark,1975,6.3,Europe
305,Denmark,1976,6.1,Europe
306,Denmark,1977,6.3,Europe
307,Denmark,1978,5.6,Europe
308,Denmark,1979,5.4,Europe
309,Denmark,1980,5.2,Europe
310,Denmark,1981,5.0,Europe
311,Denmark,1982,4.8,Europe
312,Denmark,1983,5.3,Europe
313,Denmark,1984,5.6,Europe
314,Denmark,1985,5.7,Europe
315,Denmark,1986,6.0,Europe
316,Denmark,1987,6.1,Europe
317,Denmark,1988,6.3,Europe
318,Denmark,1989,6.0,Europe
319,Denmark,1990,6.1,Europe
320,Denmark,1991,6.0,Europe
321,Denmark,1992,6.2,Europe
322,Denmark,1993,6.1,Europe
323,Denmark,1994,6.8,Europe
324,Denmark,1995,6.6,Europe
325,Denmark,1996,6.8,Europe
326,Denmark,1997,6.5,Europe
327,Denmark,1998,6.5,Europe
328,Denmark,1999,6.7,Europe
329,Denmark,2000,7.2,Europe
330,Denmark,2001,6.8,Europe
331,Denmark,2002,6.9,Europe
332,Denmark,2003,6.5,Europe
333,Denmark,2004,7.0,Europe
334,Denmark,2005,6.7,Europe
335,Denmark,2006,6.7,Europe
336,Denmark,2007,6.7,Europe
337,Denmark,2008,6.8,Europe
338,Denmark,2009,6.0,Europe
339,Denmark,2010,5.6,Europe
340,Denmark,2011,4.9,Europe
341,Denmark,2012,5.1,Europe
342,Denmark,2013,4.9,Europe
343,Denmark,2014,5.0,Europe
344,Denmark,2015,5.1,Europe
345,Denmark,2016,5.4,Europe
346,Denmark,2017,5.5,Europe
347,Estonia,1960,10.0,Europe
348,Estonia,1961,9.7,Europe
349,Estonia,1962,8.9,Europe
350,Estonia,1963,8.7,Europe
351,Estonia,1964,8.5,Europe
352,Estonia,1965,8.2,Europe
353,Estonia,1966,8.6,Europe
354,Estonia,1967,8.8,Europe
355,Estonia,1968,8.9,Europe
356,Estonia,1969,9.1,Europe
357,Estonia,1970,9.1,Europe
358,Estonia,1971,9.1,Europe
359,Estonia,1972,8.5,Europe
360,Estonia,1973,8.7,Europe
361,Estonia,1974,8.7,Europe
362,Estonia,1975,8.7,Europe
363,Estonia,1976,8.6,Europe
364,Estonia,1977,8.7,Europe
365,Estonia,1978,8.6,Europe
366,Estonia,1979,8.7,Europe
367,Estonia,1980,8.8,Europe
368,Estonia,1981,8.6,Europe
369,Estonia,1982,8.2,Europe
370,Estonia,1983,8.6,Europe
371,Estonia,1984,8.3,Europe
372,Estonia,1985,8.4,Europe
373,Estonia,1986,8.4,Europe
374,Estonia,1987,8.7,Europe
375,Estonia,1988,8.3,Europe
376,Estonia,1989,8.1,Europe
377,Estonia,1990,7.5,Europe
378,Estonia,1991,6.6,Europe
379,Estonia,1992,5.8,Europe
380,Estonia,1993,5.2,Europe
381,Estonia,1994,5.0,Europe
382,Estonia,1995,4.9,Europe
383,Estonia,1996,3.9,Europe
384,Estonia,1997,4.0,Europe
385,Estonia,1998,3.9,Europe
386,Estonia,1999,4.0,Europe
387,Estonia,2000,3.9,Europe
388,Estonia,2001,4.1,Europe
389,Estonia,2002,4.2,Europe
390,Estonia,2003,4.2,Europe
391,Estonia,2004,4.4,Europe
392,Estonia,2005,4.5,Europe
393,Estonia,2006,5.2,Europe
394,Estonia,2007,5.2,Europe
395,Estonia,2008,4.6,Europe
396,Estonia,2009,4.0,Europe
397,Estonia,2010,3.8,Europe
398,Estonia,2011,4.1,Europe
399,Estonia,2012,4.5,Europe
400,Estonia,2013,4.3,Europe
401,Estonia,2014,4.7,Europe
402,Estonia,2015,5.2,Europe
403,Estonia,2016,4.8,Europe
404,Estonia,2017,4.9,Europe
405,Finland,1960,7.4,Europe
406,Finland,1961,7.7,Europe
407,Finland,1962,7.6,Europe
408,Finland,1963,7.4,Europe
409,Finland,1964,7.6,Europe
410,Finland,1965,7.9,Europe
411,Finland,1966,8.4,Europe
412,Finland,1967,9.0,Europe
413,Finland,1968,8.7,Europe
414,Finland,1969,8.8,Europe
415,Finland,1970,8.8,Europe
416,Finland,1971,8.2,Europe
417,Finland,1972,7.6,Europe
418,Finland,1973,7.5,Europe
419,Finland,1974,7.4,Europe
420,Finland,1975,6.7,Europe
421,Finland,1976,6.8,Europe
422,Finland,1977,6.5,Europe
423,Finland,1978,6.3,Europe
424,Finland,1979,6.1,Europe
425,Finland,1980,6.1,Europe
426,Finland,1981,6.3,Europe
427,Finland,1982,6.3,Europe
428,Finland,1983,6.1,Europe
429,Finland,1984,5.8,Europe
430,Finland,1985,5.3,Europe
431,Finland,1986,5.2,Europe
432,Finland,1987,5.3,Europe
433,Finland,1988,5.2,Europe
434,Finland,1989,4.9,Europe
435,Finland,1990,5.0,Europe
436,Finland,1991,4.9,Europe
437,Finland,1992,4.7,Europe
438,Finland,1993,4.9,Europe
439,Finland,1994,4.9,Europe
440,Finland,1995,4.6,Europe
441,Finland,1997,4.6,Europe
442,Finland,1998,4.7,Europe
443,Finland,1999,4.7,Europe
444,Finland,2000,5.1,Europe
445,Finland,2001,4.8,Europe
446,Finland,2002,5.2,Europe
447,Finland,2003,5.0,Europe
448,Finland,2004,5.6,Europe
449,Finland,2005,5.6,Europe
450,Finland,2006,5.4,Europe
451,Finland,2007,5.6,Europe
452,Finland,2008,5.8,Europe
453,Finland,2009,5.6,Europe
454,Finland,2010,5.6,Europe
455,Finland,2011,5.3,Europe
456,Finland,2012,5.3,Europe
457,Finland,2013,4.6,Europe
458,Finland,2014,4.5,Europe
459,Finland,2015,4.5,Europe
460,Finland,2016,4.5,Europe
461,Finland,2017,4.8,Europe
462,France,1994,4.4,Europe
463,France,1995,4.4,Europe
464,France,1996,4.8,Europe
465,France,1997,4.9,Europe
466,France,1998,4.6,Europe
467,France,1999,4.9,Europe
468,France,2000,5.0,Europe
469,France,2001,4.8,Europe
470,France,2002,4.6,Europe
471,France,2003,4.6,Europe
472,France,2004,4.5,Europe
473,France,2005,4.5,Europe
474,France,2006,4.3,Europe
475,France,2007,4.3,Europe
476,France,2008,4.1,Europe
477,France,2009,3.9,Europe
478,France,2010,3.9,Europe
479,France,2011,3.6,Europe
480,France,2012,3.7,Europe
481,France,2013,3.6,Europe
482,France,2014,3.6,Europe
483,France,2015,3.6,Europe
484,France,2016,3.5,Europe
485,France,2017,3.5,Europe
486,Germany,1960,9.5,Europe
487,Germany,1961,9.5,Europe
488,Germany,1962,9.4,Europe
489,Germany,1963,8.8,Europe
490,Germany,1964,8.5,Europe
491,Germany,1965,8.2,Europe
492,Germany,1966,7.9,Europe
493,Germany,1967,7.8,Europe
494,Germany,1968,7.3,Europe
495,Germany,1969,7.3,Europe
496,Germany,1970,7.4,Europe
497,Germany,1971,7.2,Europe
498,Germany,1972,7.0,Europe
499,Germany,1973,6.7,Europe
500,Germany,1974,6.5,Europe
501,Germany,1975,6.7,Europe
502,Germany,1976,6.5,Europe
503,Germany,1977,6.5,Europe
504,Germany,1978,6.0,Europe
505,Germany,1979,6.2,Europe
506,Germany,1980,6.3,Europe
507,Germany,1981,6.2,Europe
508,Germany,1982,6.2,Europe
509,Germany,1983,6.3,Europe
510,Germany,1984,6.4,Europe
511,Germany,1985,6.4,Europe
512,Germany,1986,6.6,Europe
513,Germany,1987,6.7,Europe
514,Germany,1988,6.8,Europe
515,Germany,1989,6.7,Europe
516,Germany,1990,6.5,Europe
517,Germany,1991,5.7,Europe
518,Germany,1992,5.6,Europe
519,Germany,1993,5.5,Europe
520,Germany,1994,5.4,Europe
521,Germany,1995,5.3,Europe
522,Germany,1996,5.2,Europe
523,Germany,1997,5.2,Europe
524,Germany,1998,5.1,Europe
525,Germany,1999,5.2,Europe
526,Germany,2000,5.1,Europe
527,Germany,2001,4.7,Europe
528,Germany,2002,4.6,Europe
529,Germany,2003,4.6,Europe
530,Germany,2004,4.8,Europe
531,Germany,2005,4.7,Europe
532,Germany,2006,4.5,Europe
533,Germany,2007,4.5,Europe
534,Germany,2008,4.6,Europe
535,Germany,2009,4.6,Europe
536,Germany,2010,4.7,Europe
537,Germany,2011,4.6,Europe
538,Germany,2012,4.8,Europe
539,Germany,2013,4.6,Europe
540,Germany,2014,4.8,Europe
541,Germany,2015,4.9,Europe
542,Germany,2016,5.0,Europe
543,Germany,2017,4.9,Europe
544,Greece,1960,7.0,Europe
545,Greece,1961,8.4,Europe
546,Greece,1962,8.4,Europe
547,Greece,1963,9.2,Europe
548,Greece,1964,8.9,Europe
549,Greece,1965,9.4,Europe
550,Greece,1966,8.3,Europe
551,Greece,1967,9.4,Europe
552,Greece,1968,7.5,Europe
553,Greece,1969,8.3,Europe
554,Greece,1970,7.7,Europe
555,Greece,1971,8.3,Europe
556,Greece,1972,6.8,Europe
557,Greece,1973,8.3,Europe
558,Greece,1974,7.6,Europe
559,Greece,1975,8.5,Europe
560,Greece,1976,6.9,Europe
561,Greece,1977,8.2,Europe
562,Greece,1978,7.7,Europe
563,Greece,1979,8.3,Europe
564,Greece,1980,6.5,Europe
565,Greece,1981,7.3,Europe
566,Greece,1982,6.9,Europe
567,Greece,1983,7.2,Europe
568,Greece,1984,5.5,Europe
569,Greece,1985,6.4,Europe
570,Greece,1986,5.8,Europe
571,Greece,1987,6.6,Europe
572,Greece,1988,4.8,Europe
573,Greece,1989,6.1,Europe
574,Greece,1990,5.8,Europe
575,Greece,1991,6.4,Europe
576,Greece,1992,4.7,Europe
577,Greece,1993,5.9,Europe
578,Greece,1994,5.4,Europe
579,Greece,1995,6.1,Europe
580,Greece,1996,4.3,Europe
581,Greece,1997,5.6,Europe
582,Greece,1998,5.1,Europe
583,Greece,1999,5.6,Europe
584,Greece,2000,4.5,Europe
585,Greece,2001,5.3,Europe
586,Greece,2002,5.3,Europe
587,Greece,2003,5.5,Europe
588,Greece,2004,4.6,Europe
589,Greece,2005,5.5,Europe
590,Greece,2006,5.2,Europe
591,Greece,2007,5.5,Europe
592,Greece,2008,4.8,Europe
593,Greece,2009,5.3,Europe
594,Greece,2010,5.1,Europe
595,Greece,2011,5.0,Europe
596,Greece,2012,4.5,Europe
597,Greece,2013,4.7,Europe
598,Greece,2014,4.9,Europe
599,Greece,2015,5.0,Europe
600,Greece,2016,4.6,Europe
601,Greece,2017,4.7,Europe
602,Hungary,1960,8.9,Europe
603,Hungary,1961,8.3,Europe
604,Hungary,1962,8.1,Europe
605,Hungary,1963,8.4,Europe
606,Hungary,1964,8.7,Europe
607,Hungary,1965,8.8,Europe
608,Hungary,1966,9.2,Europe
609,Hungary,1967,9.4,Europe
610,Hungary,1968,9.3,Europe
611,Hungary,1969,9.3,Europe
612,Hungary,1970,9.3,Europe
613,Hungary,1971,9.1,Europe
614,Hungary,1972,9.4,Europe
615,Hungary,1973,9.7,Europe
616,Hungary,1974,9.5,Europe
617,Hungary,1975,9.8,Europe
618,Hungary,1976,9.5,Europe
619,Hungary,1977,9.1,Europe
620,Hungary,1978,8.7,Europe
621,Hungary,1979,8.1,Europe
622,Hungary,1980,7.5,Europe
623,Hungary,1981,7.2,Europe
624,Hungary,1982,7.1,Europe
625,Hungary,1983,7.1,Europe
626,Hungary,1984,7.0,Europe
627,Hungary,1985,6.9,Europe
628,Hungary,1986,6.8,Europe
629,Hungary,1987,6.2,Europe
630,Hungary,1988,6.2,Europe
631,Hungary,1989,6.4,Europe
632,Hungary,1990,6.4,Europe
633,Hungary,1991,5.9,Europe
634,Hungary,1992,5.5,Europe
635,Hungary,1993,5.2,Europe
636,Hungary,1994,5.2,Europe
637,Hungary,1995,5.2,Europe
638,Hungary,1996,4.7,Europe
639,Hungary,1997,4.6,Europe
640,Hungary,1998,4.4,Europe
641,Hungary,1999,4.4,Europe
642,Hungary,2000,4.7,Europe
643,Hungary,2001,4.3,Europe
644,Hungary,2002,4.5,Europe
645,Hungary,2003,4.5,Europe
646,Hungary,2004,4.3,Europe
647,Hungary,2005,4.4,Europe
648,Hungary,2006,4.4,Europe
649,Hungary,2007,4.1,Europe
650,Hungary,2008,4.0,Europe
651,Hungary,2009,3.7,Europe
652,Hungary,2010,3.6,Europe
653,Hungary,2011,3.6,Europe
654,Hungary,2012,3.6,Europe
655,Hungary,2013,3.7,Europe
656,Hungary,2014,3.9,Europe
657,Hungary,2015,4.7,Europe
658,Hungary,2016,5.3,Europe
659,Hungary,2017,5.2,Europe
660,Iceland,1960,7.5,Europe
661,Iceland,1961,7.5,Europe
662,Iceland,1962,7.4,Europe
663,Iceland,1963,7.8,Europe
664,Iceland,1964,8.3,Europe
665,Iceland,1965,8.1,Europe
666,Iceland,1966,7.9,Europe
667,Iceland,1967,8.6,Europe
668,Iceland,1968,8.4,Europe
669,Iceland,1969,8.5,Europe
670,Iceland,1970,7.8,Europe
671,Iceland,1971,7.9,Europe
672,Iceland,1972,8.1,Europe
673,Iceland,1973,8.3,Europe
674,Iceland,1974,8.8,Europe
675,Iceland,1975,7.7,Europe
676,Iceland,1976,7.5,Europe
677,Iceland,1977,7.1,Europe
678,Iceland,1978,7.1,Europe
679,Iceland,1979,6.4,Europe
680,Iceland,1980,5.7,Europe
681,Iceland,1981,5.9,Europe
682,Iceland,1982,5.6,Europe
683,Iceland,1983,5.9,Europe
684,Iceland,1984,5.9,Europe
685,Iceland,1985,5.2,Europe
686,Iceland,1986,5.1,Europe
687,Iceland,1987,4.7,Europe
688,Iceland,1988,5.2,Europe
689,Iceland,1989,4.7,Europe
690,Iceland,1990,4.5,Europe
691,Iceland,1991,4.8,Europe
692,Iceland,1992,4.8,Europe
693,Iceland,1993,4.6,Europe
694,Iceland,1994,4.9,Europe
695,Iceland,1995,4.6,Europe
696,Iceland,1996,5.0,Europe
697,Iceland,1997,5.5,Europe
698,Iceland,1998,5.6,Europe
699,Iceland,1999,5.6,Europe
700,Iceland,2000,6.3,Europe
701,Iceland,2001,5.2,Europe
702,Iceland,2002,5.6,Europe
703,Iceland,2003,5.1,Europe
704,Iceland,2004,5.0,Europe
705,Iceland,2005,5.4,Europe
706,Iceland,2006,5.5,Europe
707,Iceland,2007,5.5,Europe
708,Iceland,2008,5.2,Europe
709,Iceland,2009,4.6,Europe
710,Iceland,2010,4.9,Europe
711,Iceland,2011,4.6,Europe
712,Ireland,1960,5.5,Europe
713,Ireland,1961,5.4,Europe
714,Ireland,1962,5.5,Europe
715,Ireland,1963,5.5,Europe
716,Ireland,1964,5.6,Europe
717,Ireland,1965,5.9,Europe
718,Ireland,1966,5.8,Europe
719,Ireland,1967,6.1,Europe
720,Ireland,1968,6.5,Europe
721,Ireland,1969,6.9,Europe
722,Ireland,1970,7.0,Europe
723,Ireland,1971,7.4,Europe
724,Ireland,1972,7.3,Europe
725,Ireland,1973,7.4,Europe
726,Ireland,1974,7.3,Europe
727,Ireland,1975,6.7,Europe
728,Ireland,1976,6.4,Europe
729,Ireland,1977,6.1,Europe
730,Ireland,1978,6.4,Europe
731,Ireland,1979,6.2,Europe
732,Ireland,1980,6.4,Europe
733,Ireland,1981,6.0,Europe
734,Ireland,1982,5.8,Europe
735,Ireland,1983,5.5,Europe
736,Ireland,1984,5.2,Europe
737,Ireland,1985,5.3,Europe
738,Ireland,1986,5.2,Europe
739,Ireland,1987,5.2,Europe
740,Ireland,1988,5.2,Europe
741,Ireland,1989,5.2,Europe
742,Ireland,1990,5.1,Europe
