,Country,Year,marriage_rate,Continent
1487,Slovak Republic,1987,7.4,Europe
1488,Slovak Republic,1988,7.1,Europe
1489,Slovak Republic,1989,6.9,Europe
1490,Slovak Republic,1990,7.6,Europe
1491,Slovak Republic,1991,6.2,Europe
1492,Slovak Republic,1992,6.4,Europe
1493,Slovak Republic,1993,5.8,Europe
1494,Slovak Republic,1994,5.3,Europe
1495,Slovak Republic,1995,5.1,Europe
1496,Slovak Republic,1996,5.1,Europe
1497,Slovak Republic,1997,5.2,Europe
1498,Slovak Republic,1998,5.1,Europe
1499,Slovak Republic,1999,5.1,Europe
1500,Slovak Republic,2000,4.8,Europe
1501,Slovak Republic,2001,4.4,Europe
1502,Slovak Republic,2002,4.7,Europe
1503,Slovak Republic,2003,4.8,Europe
1504,Slovak Republic,2004,5.2,Europe
1505,Slovak Republic,2005,4.9,Europe
1506,Slovak Republic,2006,4.8,Europe
1507,Slovak Republic,2007,5.1,Europe
1508,Slovak Republic,2008,5.3,Europe
1509,Slovak Republic,2009,4.9,Europe
1510,Slovak Republic,2010,4.7,Europe
1511,Slovak Republic,2011,4.7,Europe
1512,Slovak Republic,2012,4.8,Europe
1513,Slovak Republic,2013,4.7,Europe
1514,Slovak Republic,2014,4.9,Europe
1515,Slovak Republic,2015,5.3,Europe
1516,Slovak Republic,2016,5.5,Europe
1517,Slovak Republic,2017,5.8,Europe
1518,Slovenia,1960,8.8,Europe
1519,Slovenia,1961,9.1,Europe
1520,Slovenia,1962,9.1,Europe
1521,Slovenia,1963,8.8,Europe
1522,Slovenia,1964,9.0,Europe
1523,Slovenia,1965,9.2,Europe
1524,Slovenia,1966,8.6,Europe
1525,Slovenia,1967,8.3,Europe
1526,Slovenia,1968,8.2,Europe
1527,Slovenia,1969,8.2,Europe
1528,Slovenia,1970,8.3,Europe
1529,Slovenia,1971,8.2,Europe
1530,Slovenia,1972,9.0,Europe
1531,Slovenia,1973,8.9,Europe
1532,Slovenia,1974,8.7,Europe
1533,Slovenia,1975,8.6,Europe
1534,Slovenia,1976,8.3,Europe
1535,Slovenia,1977,8.2,Europe
1536,Slovenia,1978,8.4,Europe
1537,Slovenia,1979,7.6,Europe
1538,Slovenia,1980,6.5,Europe
1539,Slovenia,1981,6.4,Europe
1540,Slovenia,1982,6.1,Europe
1541,Slovenia,1983,6.2,Europe
1542,Slovenia,1984,5.9,Europe
1543,Slovenia,1985,5.4,Europe
1544,Slovenia,1986,5.4,Europe
1545,Slovenia,1987,5.2,Europe
1546,Slovenia,1988,4.6,Europe
1547,Slovenia,1989,4.9,Europe
1548,Slovenia,1990,4.3,Europe
1549,Slovenia,1991,4.1,Europe
1550,Slovenia,1992,4.6,Europe
1551,Slovenia,1993,4.5,Europe
1552,Slovenia,1994,4.2,Europe
1553,Slovenia,1995,4.1,Europe
1554,Slovenia,1996,3.8,Europe
1555,Slovenia,1997,3.8,Europe
1556,Slovenia,1998,3.8,Europe
1557,Slovenia,1999,3.9,Europe
1558,Slovenia,2000,3.6,Europe
1559,Slovenia,2001,3.5,Europe
1560,Slovenia,2002,3.5,Europe
1561,Slovenia,2003,3.4,Europe
1562,Slovenia,2004,3.3,Europe
1563,Slovenia,2005,2.9,Europe
1564,Slovenia,2006,3.2,Europe
1565,Slovenia,2007,3.2,Europe
1566,Slovenia,2008,3.3,Europe
1567,Slovenia,2009,3.2,Europe
1568,Slovenia,2010,3.2,Europe
1569,Slovenia,2011,3.2,Europe
1570,Slovenia,2012,3.4,Europe
1571,Slovenia,2013,3.0,Europe
1572,Slovenia,2014,3.2,Europe
1573,Slovenia,2015,3.1,Europe
1574,Slovenia,2016,3.2,Europe
1575,Slovenia,2017,3.1,Europe
1576,Spain,1960,7.8,Europe
1577,Spain,1961,7.7,Europe
1578,Spain,1962,7.6,Europe
1579,Spain,1963,7.6,Europe
1580,Spain,1964,7.4,Europe
1581,Spain,1965,7.1,Europe
1582,Spain,1966,7.1,Europe
1583,Spain,1967,7.1,Europe
1584,Spain,1968,7.0,Europe
1585,Spain,1969,7.2,Europe
1586,Spain,1970,7.3,Europe
1587,Spain,1971,7.4,Europe
1588,Spain,1972,7.6,Europe
1589,Spain,1973,7.7,Europe
1590,Spain,1974,7.6,Europe
1591,Spain,1975,7.6,Europe
1592,Spain,1976,7.3,Europe
1593,Spain,1977,7.2,Europe
1594,Spain,1978,7.0,Europe
1595,Spain,1979,6.6,Europe
1596,Spain,1980,5.9,Europe
1597,Spain,1981,5.4,Europe
1598,Spain,1982,5.1,Europe
1599,Spain,1983,5.1,Europe
1600,Spain,1984,5.2,Europe
1601,Spain,1985,5.2,Europe
1602,Spain,1986,5.4,Europe
1603,Spain,1987,5.6,Europe
1604,Spain,1988,5.7,Europe
1605,Spain,1989,5.7,Europe
1606,Spain,1990,5.7,Europe
1607,Spain,1991,5.6,Europe
1608,Spain,1992,5.6,Europe
1609,Spain,1993,5.1,Europe
1610,Spain,1994,5.1,Europe
1611,Spain,1995,5.1,Europe
1612,Spain,1996,4.9,Europe
1613,Spain,1997,5.0,Europe
1614,Spain,1998,5.2,Europe
1615,Spain,1999,5.2,Europe
1616,Spain,2000,5.4,Europe
1617,Spain,2001,5.1,Europe
1618,Spain,2002,5.1,Europe
1619,Spain,2003,5.0,Europe
1620,Spain,2004,5.0,Europe
1621,Spain,2005,4.7,Europe
1622,Spain,2006,4.5,Europe
1623,Spain,2007,4.4,Europe
1624,Spain,2008,4.2,Europe
1625,Spain,2009,3.7,Europe
1626,Spain,2010,3.6,Europe
1627,Spain,2011,3.4,Europe
1628,Spain,2012,3.5,Europe
1629,Spain,2013,3.3,Europe
1630,Spain,2014,3.4,Europe
1631,Spain,2015,3.6,Europe
1632,Spain,2016,3.7,Europe
1633,Spain,2017,3.7,Europe
1634,Sweden,1960,6.7,Europe
1635,Sweden,1961,7.0,Europe
1636,Sweden,1962,7.1,Europe
1637,Sweden,1963,7.0,Europe
1638,Sweden,1964,7.6,Europe
1639,Sweden,1965,7.8,Europe
1640,Sweden,1966,7.8,Europe
1641,Sweden,1967,7.2,Europe
1642,Sweden,1968,6.6,Europe
1643,Sweden,1969,6.1,Europe
1644,Sweden,1970,5.4,Europe
1645,Sweden,1971,4.9,Europe
1646,Sweden,1972,4.8,Europe
1647,Sweden,1973,4.7,Europe
1648,Sweden,1974,5.5,Europe
1649,Sweden,1975,5.4,Europe
1650,Sweden,1976,5.4,Europe
1651,Sweden,1977,4.9,Europe
1652,Sweden,1978,4.6,Europe
1653,Sweden,1979,4.5,Europe
1654,Sweden,1980,4.5,Europe
1655,Sweden,1981,4.5,Europe
1656,Sweden,1982,4.5,Europe
1657,Sweden,1983,4.3,Europe
1658,Sweden,1984,4.4,Europe
1659,Sweden,1985,4.6,Europe
1660,Sweden,1986,4.6,Europe
1661,Sweden,1987,4.9,Europe
1662,Sweden,1988,5.2,Europe
1663,Sweden,1989,12.8,Europe
1664,Sweden,1990,4.7,Europe
1665,Sweden,1991,4.3,Europe
1666,Sweden,1992,4.3,Europe
1667,Sweden,1993,3.9,Europe
1668,Sweden,1994,3.9,Europe
1669,Sweden,1996,3.8,Europe
1670,Sweden,1997,3.7,Europe
1671,Sweden,1998,3.6,Europe
1672,Sweden,1999,4.0,Europe
1673,Sweden,2000,4.5,Europe
1674,Sweden,2001,4.0,Europe
1675,Sweden,2002,4.3,Europe
1676,Sweden,2003,4.4,Europe
1677,Sweden,2004,4.8,Europe
1678,Sweden,2005,4.9,Europe
1679,Sweden,2006,5.0,Europe
1680,Sweden,2008,5.5,Europe
1681,Sweden,2009,5.1,Europe
1682,Sweden,2010,5.3,Europe
1683,Sweden,2011,5.0,Europe
1684,Sweden,2012,5.3,Europe
1685,Sweden,2013,5.4,Europe
1686,Sweden,2014,5.5,Europe
1687,Sweden,2015,5.3,Europe
1688,Sweden,2016,5.4,Europe
1689,Sweden,2017,5.2,Europe
1690,Switzerland,1960,7.8,Europe
1691,Switzerland,1961,7.8,Europe
1692,Switzerland,1962,8.0,Europe
1693,Switzerland,1963,7.7,Europe
1694,Switzerland,1964,7.6,Europe
1695,Switzerland,1965,7.7,Europe
1696,Switzerland,1966,7.5,Europe
1697,Switzerland,1967,7.6,Europe
1698,Switzerland,1968,7.5,Europe
1699,Switzerland,1969,7.6,Europe
1700,Switzerland,1970,7.6,Europe
1701,Switzerland,1971,7.2,Europe
1702,Switzerland,1972,6.9,Europe
1703,Switzerland,1973,6.5,Europe
1704,Switzerland,1974,6.1,Europe
1705,Switzerland,1975,5.6,Europe
1706,Switzerland,1976,5.1,Europe
1707,Switzerland,1977,5.3,Europe
1708,Switzerland,1978,5.1,Europe
1709,Switzerland,1979,5.4,Europe
1710,Switzerland,1980,5.7,Europe
1711,Switzerland,1981,5.6,Europe
1712,Switzerland,1982,5.8,Europe
1713,Switzerland,1983,5.9,Europe
1714,Switzerland,1984,6.0,Europe
1715,Switzerland,1985,6.0,Europe
1716,Switzerland,1986,6.2,Europe
1717,Switzerland,1987,6.6,Europe
1718,Switzerland,1988,6.9,Europe
1719,Switzerland,1989,6.8,Europe
1720,Switzerland,1990,6.9,Europe
1721,Switzerland,1991,7.0,Europe
1722,Switzerland,1992,6.6,Europe
1723,Switzerland,1993,6.2,Europe
1724,Switzerland,1994,6.1,Europe
1725,Switzerland,1995,5.8,Europe
1726,Switzerland,1996,5.7,Europe
1727,Switzerland,1997,5.5,Europe
1728,Switzerland,1998,5.4,Europe
1729,Switzerland,1999,5.7,Europe
1730,Switzerland,2000,5.5,Europe
1731,Switzerland,2001,5.0,Europe
1732,Switzerland,2002,5.5,Europe
1733,Switzerland,2003,5.5,Europe
1734,Switzerland,2004,5.3,Europe
1735,Switzerland,2005,5.4,Europe
1736,Switzerland,2006,5.3,Europe
1737,Switzerland,2007,5.3,Europe
1738,Switzerland,2008,5.4,Europe
1739,Switzerland,2009,5.4,Europe
1740,Switzerland,2010,5.5,Europe
1741,Switzerland,2011,5.3,Europe
1742,Switzerland,2012,5.3,Europe
1743,Switzerland,2013,4.9,Europe
1744,Switzerland,2014,5.1,Europe
1745,Switzerland,2015,5.0,Europe
1746,Switzerland,2016,5.0,Europe
1747,Switzerland,2017,4.8,Europe
1748,Turkey,1980,8.2,Asia
1749,Turkey,2003,7.1,Asia
1750,Turkey,2004,9.2,Asia
1751,Turkey,2005,9.5,Asia
1752,Turkey,2006,9.2,Asia
1753,Turkey,2007,9.1,Asia
1754,Turkey,2008,9.0,Asia
1755,Turkey,2009,8.2,Asia
1756,Turkey,2010,8.0,Asia
1757,Turkey,2011,8.0,Asia
1758,Turkey,2012,8.0,Asia
1759,Turkey,2013,7.9,Asia
1760,Turkey,2014,7.8,Asia
1761,Turkey,2015,7.7,Asia
1762,Turkey,2016,7.5,Asia
1763,Turkey,2017,7.1,Asia
1764,United Kingdom,1960,7.5,Europe
1765,United Kingdom,1961,7.5,Europe
1766,United Kingdom,1962,7.5,Europe
1767,United Kingdom,1963,7.5,Europe
1768,United Kingdom,1964,7.6,Europe
1769,United Kingdom,1965,7.8,Europe
1770,United Kingdom,1966,8.0,Europe
1771,United Kingdom,1967,8.0,Europe
1772,United Kingdom,1968,8.4,Europe
1773,United Kingdom,1969,8.1,Europe
1774,United Kingdom,1970,8.5,Europe
1775,United Kingdom,1971,8.2,Europe
1776,United Kingdom,1972,8.6,Europe
1777,United Kingdom,1973,8.1,Europe
1778,United Kingdom,1974,7.8,Europe
1779,United Kingdom,1975,7.7,Europe
1780,United Kingdom,1976,7.2,Europe
1781,United Kingdom,1977,7.2,Europe
1782,United Kingdom,1978,7.4,Europe
1783,United Kingdom,1979,7.4,Europe
1784,United Kingdom,1980,7.4,Europe
1785,United Kingdom,1981,7.1,Europe
1786,United Kingdom,1982,6.9,Europe
1787,United Kingdom,1983,6.9,Europe
1788,United Kingdom,1984,7.0,Europe
1789,United Kingdom,1985,7.0,Europe
1790,United Kingdom,1986,7.0,Europe
1791,United Kingdom,1987,7.0,Europe
1792,United Kingdom,1988,6.9,Europe
1793,United Kingdom,1989,6.9,Europe
1794,United Kingdom,1990,6.6,Europe
1795,United Kingdom,1991,6.1,Europe
1796,United Kingdom,1992,6.2,Europe
1797,United Kingdom,1993,5.9,Europe
1798,United Kingdom,1994,5.7,Europe
1799,United Kingdom,1995,5.6,Europe
1800,United Kingdom,1996,5.5,Europe
1801,United Kingdom,1997,5.3,Europe
1802,United Kingdom,1998,5.2,Europe
1803,United Kingdom,1999,5.1,Europe
1804,United Kingdom,2000,5.2,Europe
1805,United Kingdom,2001,4.8,Europe
1806,United Kingdom,2002,4.9,Europe
1807,United Kingdom,2003,5.2,Europe
1808,United Kingdom,2007,4.5,Europe
1809,United Kingdom,2008,4.4,Europe
1810,United Kingdom,2009,4.3,Europe
1811,United Kingdom,2010,4.5,Europe
1812,United Kingdom,2011,4.5,Europe
1813,United Kingdom,2013,4.3,Europe
1814,United Kingdom,2014,4.5,Europe
1815,United Kingdom,2015,4.4,Europe
1816,United Kingdom,2016,4.4,Europe
1817,United States,1970,10.6222,North America
1818,United States,1985,10.1403,North America
1819,United States,1991,9.2,North America
1820,United States,1992,9.0,North America
1821,United States,1993,9.1,North America
1822,United States,1994,8.9,North America
1823,United States,1995,8.9,North America
1824,United States,1996,8.8,North America
1825,United States,1997,8.9,North America
1826,United States,1998,8.3,North America
1827,United States,1999,8.6,North America
1828,United States,2000,8.2,North America
1829,United States,2001,8.2,North America
1830,United States,2002,8.0,North America
1831,United States,2003,7.7,North America
1832,United States,2004,7.8,North America
1833,United States,2005,7.6,North America
1834,United States,2006,7.5,North America
1835,United States,2007,7.3,North America
1836,United States,2008,7.1,North America
1837,United States,2009,6.8,North America
1838,United States,2010,6.8,North America
1839,United States,2011,6.8,North America
1840,United States,2012,6.8,North America
1841,United States,2013,6.8,North America
1842,United States,2014,6.9,North America
1843,United States,2015,6.9,North America
1844,United States,2016,7.0,North America
1845,United States,2017,6.9,North America
1846,Costa Rica,1960,7.227281008191718,North America
1847,Costa Rica,1961,6.712095452714813,North America
1848,Costa Rica,1962,5.846846480544395,North America
1849,Costa Rica,1963,5.836997187641579,North America
1850,Costa Rica,1964,5.506912838127952,North America
1851,Costa Rica,1965,5.679357108980375,North America
1852,Costa Rica,1966,5.566945013917362,North America
1853,Costa Rica,1967,5.534113596007846,North America
1854,Costa Rica,1968,5.782951829164969,North America
1855,Costa Rica,1969,5.751290775957902,North America
1856,Costa Rica,1970,6.250620157456206,North America
1857,Costa Rica,1971,6.301223655912792,North America
1858,Costa Rica,1972,6.959314775160599,North America
1859,Costa Rica,1973,6.832270814939563,North America
1860,Costa Rica,1974,7.2740686620652495,North America
1861,Costa Rica,1975,7.305632994811971,North America
1862,Costa Rica,1976,7.157881472578175,North America
1863,Costa Rica,1977,7.282119568040269,North America
1864,Costa Rica,1978,7.5551608026261885,North America
1865,Costa Rica,1979,7.610195143511512,North America
1866,Costa Rica,1980,7.598648319035595,North America
1867,Costa Rica,1981,7.026826325071939,North America
1868,Costa Rica,1982,7.607813949518942,North America
1869,Costa Rica,1983,7.651710089951797,North America
1870,Costa Rica,1984,7.851520474448172,North America
1871,Costa Rica,1985,8.04832091399479,North America
1872,Costa Rica,1986,7.740466746366463,North America
1873,Costa Rica,1987,7.754061137364532,North America
1874,Costa Rica,1988,7.960712608479385,North America
1875,Costa Rica,1989,7.776783342666737,North America
1876,Costa Rica,1990,7.494381607058445,North America
1877,Costa Rica,1991,7.205462067827037,North America
1878,Costa Rica,1992,6.588158409758347,North America
1879,Costa Rica,1993,6.303034568074996,North America
1880,Costa Rica,1994,6.454277353374384,North America
1881,Costa Rica,1995,7.080522641396059,North America
1882,Costa Rica,1996,6.695511842825033,North America
1883,Costa Rica,1997,6.729020409700422,North America
1884,Costa Rica,1998,6.711191725052764,North America
1885,Costa Rica,1999,6.763685087385502,North America
1886,Costa Rica,2000,6.310381631407706,North America
1887,Costa Rica,2001,6.017615754365933,North America
1888,Costa Rica,2002,5.94814429383624,North America
1889,Costa Rica,2003,5.982764801824587,North America
1890,Costa Rica,2004,6.11056877906404,North America
1891,Costa Rica,2005,6.080543778207119,North America
1892,Costa Rica,2006,6.211062539264667,North America
1893,Costa Rica,2007,5.992549056651591,North America
1894,Costa Rica,2008,5.684261674943064,North America
1895,Costa Rica,2009,5.352024248786789,North America
1896,Costa Rica,2010,5.283537727172272,North America
1897,Costa Rica,2011,5.446905141797446,North America
1898,Costa Rica,2012,5.612515959847737,North America
1899,Costa Rica,2013,5.458112086852738,North America
1900,Costa Rica,2014,5.428106862619599,North America
1901,Costa Rica,2015,5.486497219604956,North America
1902,Costa Rica,2016,5.46338806127632,North America
1903,Costa Rica,2017,5.15,North America
1904,China,2010,9.3,Asia
1905,China,2011,9.3,Asia
1906,China,2012,9.6,Asia
1907,Russian Federation,2010,8.5,Europe
1908,Russian Federation,2011,9.2,Europe
1909,Russian Federation,2012,8.5,Europe
1910,Russian Federation,2013,8.5,Europe
1911,Argentina,2010,3.0,South America
1912,Argentina,2011,3.1,South America
1913,Argentina,2012,3.2,South America
1914,Argentina,2013,2.9,South America
1915,Argentina,2014,2.8,South America
1916,Argentina,2015,2.8,South America
1917,Argentina,2016,2.7,South America
1918,Bulgaria,1960,8.8,Europe
1919,Bulgaria,1961,8.4,Europe
1920,Bulgaria,1962,8.1,Europe
1921,Bulgaria,1963,8.2,Europe
1922,Bulgaria,1964,8.1,Europe
1923,Bulgaria,1965,8.0,Europe
1924,Bulgaria,1966,8.2,Europe
1925,Bulgaria,1967,8.7,Europe
1926,Bulgaria,1968,8.9,Europe
1927,Bulgaria,1969,8.7,Europe
1928,Bulgaria,1970,8.6,Europe
1929,Bulgaria,1971,8.2,Europe
1930,Bulgaria,1972,8.2,Europe
1931,Bulgaria,1973,8.6,Europe
1932,Bulgaria,1974,8.5,Europe
1933,Bulgaria,1975,8.6,Europe
1934,Bulgaria,1976,8.4,Europe
1935,Bulgaria,1977,8.5,Europe
1936,Bulgaria,1978,8.1,Europe
1937,Bulgaria,1979,7.9,Europe
1938,Bulgaria,1980,7.9,Europe
1939,Bulgaria,1981,7.5,Europe
1940,Bulgaria,1982,7.5,Europe
1941,Bulgaria,1983,7.5,Europe
1942,Bulgaria,1984,7.3,Europe
1943,Bulgaria,1985,7.4,Europe
1944,Bulgaria,1986,7.3,Europe
1945,Bulgaria,1987,7.2,Europe
1946,Bulgaria,1988,7.0,Europe
1947,Bulgaria,1989,7.1,Europe
1948,Bulgaria,1990,6.9,Europe
1949,Bulgaria,1991,5.7,Europe
1950,Bulgaria,1992,5.2,Europe
1951,Bulgaria,1993,4.7,Europe
1952,Bulgaria,1994,4.5,Europe
1953,Bulgaria,1995,4.4,Europe
1954,Bulgaria,1996,4.3,Europe
1955,Bulgaria,1997,4.2,Europe
1956,Bulgaria,1998,4.3,Europe
1957,Bulgaria,1999,4.1,Europe
1958,Bulgaria,2000,4.3,Europe
1959,Bulgaria,2001,4.0,Europe
1960,Bulgaria,2002,3.7,Europe
1961,Bulgaria,2003,3.9,Europe
1962,Bulgaria,2004,4.0,Europe
1963,Bulgaria,2005,4.4,Europe
1964,Bulgaria,2006,4.3,Europe
1965,Bulgaria,2007,3.9,Europe
1966,Bulgaria,2008,3.7,Europe
1967,Bulgaria,2009,3.5,Europe
1968,Bulgaria,2010,3.3,Europe
1969,Bulgaria,2011,2.9,Europe
1970,Bulgaria,2012,2.9,Europe
1971,Bulgaria,2013,3.0,Europe
1972,Bulgaria,2014,3.4,Europe
1973,Bulgaria,2015,3.9,Europe
1974,Bulgaria,2016,3.8,Europe
1975,Bulgaria,2017,4.0,Europe
1976,Croatia,1960,8.9,Europe
1977,Croatia,1961,8.8,Europe
1978,Croatia,1962,8.6,Europe
1979,Croatia,1963,8.0,Europe
1980,Croatia,1964,8.5,Europe
1981,Croatia,1965,9.0,Europe
1982,Croatia,1966,8.6,Europe
1983,Croatia,1967,8.3,Europe
1984,Croatia,1968,8.1,Europe
1985,Croatia,1969,8.1,Europe
1986,Croatia,1970,8.5,Europe
1987,Croatia,1971,8.5,Europe
1988,Croatia,1972,8.5,Europe
1989,Croatia,1973,8.3,Europe
1990,Croatia,1974,8.0,Europe
1991,Croatia,1975,8.0,Europe
1992,Croatia,1976,7.7,Europe
1993,Croatia,1977,7.8,Europe
1994,Croatia,1978,7.8,Europe
1995,Croatia,1979,7.4,Europe
1996,Croatia,1980,7.2,Europe
1997,Croatia,1981,7.3,Europe
1998,Croatia,1982,7.2,Europe
1999,Croatia,1983,7.1,Europe
2000,Croatia,1984,6.9,Europe
2001,Croatia,1985,6.6,Europe
2002,Croatia,1986,6.5,Europe
2003,Croatia,1987,6.6,Europe
2004,Croatia,1988,6.2,Europe
2005,Croatia,1989,6.1,Europe
2006,Croatia,1990,5.8,Europe
2007,Croatia,1991,4.6,Europe
2008,Croatia,1992,4.8,Europe
2009,Croatia,1993,5.0,Europe
2010,Croatia,1994,5.2,Europe
2011,Croatia,1995,5.3,Europe
2012,Croatia,1996,5.4,Europe
2013,Croatia,1997,5.4,Europe
2014,Croatia,1998,5.3,Europe
2015,Croatia,1999,5.3,Europe
2016,Croatia,2000,4.9,Europe
2017,Croatia,2001,5.1,Europe
2018,Croatia,2002,5.3,Europe
2019,Croatia,2003,5.2,Europe
2020,Croatia,2004,5.3,Europe
2021,Croatia,2005,5.1,Europe
2022,Croatia,2006,5.1,Europe
2023,Croatia,2007,5.4,Europe
2024,Croatia,2008,5.4,Europe
2025,Croatia,2009,5.2,Europe
2026,Croatia,2010,5.0,Europe
2027,Croatia,2011,4.7,Europe
2028,Croatia,2012,4.8,Europe
2029,Croatia,2013,4.5,Europe
2030,Croatia,2014,4.6,Europe
2031,Croatia,2015,4.7,Europe
2032,Croatia,2016,4.9,Europe
2033,Croatia,2017,4.9,Europe
2034,Cyprus,1964,4.4,Asia
2035,Cyprus,1965,7.6,Asia
2036,Cyprus,1966,7.3,Asia
2037,Cyprus,1967,8.7,Asia
2038,Cyprus,1968,6.1,Asia
2039,Cyprus,1969,8.6,Asia
2040,Cyprus,1970,8.6,Asia
2041,Cyprus,1971,9.6,Asia
2042,Cyprus,1972,6.6,Asia
2043,Cyprus,1973,8.8,Asia
2044,Cyprus,1974,5.4,Asia
2045,Cyprus,1975,11.2,Asia
2046,Cyprus,1976,7.1,Asia
2047,Cyprus,1977,10.1,Asia
2048,Cyprus,1978,10.0,Asia
2049,Cyprus,1979,12.6,Asia
2050,Cyprus,1980,7.7,Asia
2051,Cyprus,1981,11.5,Asia
2052,Cyprus,1982,10.8,Asia
2053,Cyprus,1983,11.7,Asia
2054,Cyprus,1984,7.7,Asia
2055,Cyprus,1985,10.5,Asia
2056,Cyprus,1986,9.4,Asia
2057,Cyprus,1987,10.8,Asia
2058,Cyprus,1988,7.0,Asia
2059,Cyprus,1989,9.9,Asia
2060,Cyprus,1990,9.7,Asia
2061,Cyprus,1991,10.5,Asia
2062,Cyprus,1992,8.0,Asia
2063,Cyprus,1993,9.7,Asia
2064,Cyprus,1994,9.7,Asia
2065,Cyprus,1995,10.2,Asia
2066,Cyprus,1996,8.7,Asia
2067,Cyprus,1997,10.7,Asia
2068,Cyprus,1998,11.4,Asia
2069,Cyprus,1999,13.2,Asia
2070,Cyprus,2000,13.4,Asia
2071,Cyprus,2001,15.1,Asia
2072,Cyprus,2002,14.5,Asia
2073,Cyprus,2003,7.7,Asia
2074,Cyprus,2004,7.3,Asia
2075,Cyprus,2005,8.0,Asia
2076,Cyprus,2006,7.0,Asia
2077,Cyprus,2007,8.3,Asia
2078,Cyprus,2008,7.8,Asia
2079,Cyprus,2009,7.8,Asia
2080,Cyprus,2010,7.3,Asia
2081,Cyprus,2011,7.3,Asia
2082,Cyprus,2012,6.7,Asia
2083,Cyprus,2013,6.4,Asia
2084,Cyprus,2014,6.3,Asia
2085,Cyprus,2015,7.2,Asia
2086,Cyprus,2016,7.5,Asia
2087,Cyprus,2017,6.8,Asia
2088,Malta,1960,6.0,Europe
2089,Malta,1961,6.0,Europe
2090,Malta,1962,5.8,Europe
2091,Malta,1963,6.3,Europe
2092,Malta,1964,6.4,Europe
2093,Malta,1965,6.2,Europe
2094,Malta,1966,6.2,Europe
2095,Malta,1967,6.5,Europe
2096,Malta,1968,7.0,Europe
2097,Malta,1969,7.2,Europe
2098,Malta,1970,7.9,Europe
2099,Malta,1971,8.9,Europe
2100,Malta,1972,9.7,Europe
2101,Malta,1973,11.0,Europe
2102,Malta,1974,11.6,Europe
2103,Malta,1975,9.2,Europe
2104,Malta,1976,9.6,Europe
2105,Malta,1977,9.9,Europe
2106,Malta,1978,9.2,Europe
2107,Malta,1979,8.6,Europe
2108,Malta,1980,8.8,Europe
2109,Malta,1981,9.0,Europe
2110,Malta,1982,8.6,Europe
2111,Malta,1983,8.4,Europe
2112,Malta,1984,8.0,Europe
2113,Malta,1985,7.6,Europe
2114,Malta,1986,7.7,Europe
2115,Malta,1987,7.1,Europe
2116,Malta,1988,7.3,Europe
2117,Malta,1989,7.1,Europe
2118,Malta,1990,7.1,Europe
2119,Malta,1991,7.1,Europe
2120,Malta,1992,6.6,Europe
2121,Malta,1993,6.8,Europe
2122,Malta,1994,6.7,Europe
2123,Malta,1995,6.1,Europe
2124,Malta,1996,6.2,Europe
2125,Malta,1997,6.4,Europe
2126,Malta,1998,6.5,Europe
2127,Malta,1999,6.4,Europe
2128,Malta,2000,6.7,Europe
2129,Malta,2001,5.6,Europe
2130,Malta,2002,5.7,Europe
2131,Malta,2003,5.9,Europe
2132,Malta,2004,6.0,Europe
2133,Malta,2005,5.9,Europe
2134,Malta,2006,6.3,Europe
2135,Malta,2007,6.1,Europe
2136,Malta,2008,6.1,Europe
2137,Malta,2009,5.7,Europe
2138,Malta,2010,6.3,Europe
2139,Malta,2011,6.2,Europe
2140,Malta,2012,6.7,Europe
2141,Malta,2013,6.1,Europe
2142,Malta,2014,6.6,Europe
2143,Malta,2015,6.7,Europe
2144,Malta,2016,6.7,Europe
2145,Malta,2017,6.3,Europe
2146,Romania,1960,10.7,Europe
2147,Romania,1961,9.7,Europe
2148,Romania,1962,9.9,Europe
2149,Romania,1963,9.3,Europe
2150,Romania,1964,9.0,Europe
2151,Romania,1965,8.6,Europe
2152,Romania,1966,8.9,Europe
2153,Romania,1967,7.9,Europe
2154,Romania,1968,7.4,Europe
2155,Romania,1969,7.0,Europe
2156,Romania,1970,7.2,Europe
2157,Romania,1971,7.3,Europe
2158,Romania,1972,7.6,Europe
2159,Romania,1973,8.2,Europe
2160,Romania,1974,8.3,Europe
2161,Romania,1975,8.8,Europe
2162,Romania,1976,9.1,Europe
2163,Romania,1977,9.2,Europe
2164,Romania,1978,9.2,Europe
2165,Romania,1979,9.0,Europe
2166,Romania,1980,8.2,Europe
2167,Romania,1981,8.2,Europe
2168,Romania,1982,7.7,Europe
2169,Romania,1983,7.3,Europe
2170,Romania,1984,7.2,Europe
2171,Romania,1985,7.1,Europe
2172,Romania,1986,7.3,Europe
2173,Romania,1987,7.3,Europe
2174,Romania,1988,7.5,Europe
2175,Romania,1989,7.7,Europe
2176,Romania,1990,8.3,Europe
2177,Romania,1991,8.0,Europe
2178,Romania,1992,7.7,Europe
2179,Romania,1993,7.1,Europe
2180,Romania,1994,6.8,Europe
2181,Romania,1995,6.8,Europe
2182,Romania,1996,6.6,Europe
2183,Romania,1997,6.5,Europe
2184,Romania,1998,6.5,Europe
2185,Romania,1999,6.2,Europe
2186,Romania,2000,6.1,Europe
2187,Romania,2001,5.9,Europe
2188,Romania,2002,5.9,Europe
2189,Romania,2003,6.2,Europe
2190,Romania,2004,6.7,Europe
2191,Romania,2005,6.7,Europe
2192,Romania,2006,6.9,Europe
2193,Romania,2007,9.1,Europe
2194,Romania,2008,7.3,Europe
