,Country,Year,divorce_rate,Continent
1831,Cyprus,1967,0.2,Asia
1832,Cyprus,1968,0.2,Asia
1833,Cyprus,1969,0.2,Asia
1834,Cyprus,1970,0.2,Asia
1835,Cyprus,1971,0.3,Asia
1836,Cyprus,1972,0.2,Asia
1837,Cyprus,1973,0.2,Asia
1838,Cyprus,1974,0.2,Asia
1839,Cyprus,1975,0.2,Asia
1840,Cyprus,1976,0.2,Asia
1841,Cyprus,1977,0.3,Asia
1842,Cyprus,1978,0.3,Asia
1843,Cyprus,1979,0.3,Asia
1844,Cyprus,1980,0.3,Asia
1845,Cyprus,1981,0.3,Asia
1846,Cyprus,1982,0.4,Asia
1847,Cyprus,1983,0.5,Asia
1848,Cyprus,1984,0.5,Asia
1849,Cyprus,1985,0.5,Asia
1850,Cyprus,1986,0.5,Asia
1851,Cyprus,1987,0.6,Asia
1852,Cyprus,1988,0.6,Asia
1853,Cyprus,1989,0.6,Asia
1854,Cyprus,1990,0.6,Asia
1855,Cyprus,1991,0.5,Asia
1856,Cyprus,1992,0.7,Asia
1857,Cyprus,1993,0.8,Asia
1858,Cyprus,1994,0.9,Asia
1859,Cyprus,1995,1.2,Asia
1860,Cyprus,1996,1.1,Asia
1861,Cyprus,1997,1.3,Asia
1862,Cyprus,1998,1.3,Asia
1863,Cyprus,1999,1.7,Asia
1864,Cyprus,2000,1.7,Asia
1865,Cyprus,2001,1.7,Asia
1866,Cyprus,2002,1.9,Asia
1867,Cyprus,2003,2.0,Asia
1868,Cyprus,2004,2.2,Asia
1869,Cyprus,2005,2.0,Asia
1870,Cyprus,2006,2.3,Asia
1871,Cyprus,2007,2.1,Asia
1872,Cyprus,2008,2.1,Asia
1873,Cyprus,2009,2.2,Asia
1874,Cyprus,2010,2.3,Asia
1875,Cyprus,2011,2.3,Asia
1876,Cyprus,2012,2.4,Asia
1877,Cyprus,2013,2.2,Asia
1878,Cyprus,2014,2.2,Asia
1879,Cyprus,2015,2.1,Asia
1880,Cyprus,2016,2.3,Asia
1881,Cyprus,2017,2.2,Asia
1882,Malta,2011,0.1,Europe
1883,Malta,2012,1.1,Europe
1884,Malta,2013,0.8,Europe
1885,Malta,2014,0.7,Europe
1886,Malta,2015,0.8,Europe
1887,Malta,2016,0.8,Europe
1888,Malta,2017,0.7,Europe
1889,Romania,1960,2.0,Europe
1890,Romania,1961,1.8,Europe
1891,Romania,1962,2.0,Europe
1892,Romania,1963,1.9,Europe
1893,Romania,1964,1.9,Europe
1894,Romania,1965,1.9,Europe
1895,Romania,1966,1.3,Europe
1896,Romania,1968,0.2,Europe
1897,Romania,1969,0.3,Europe
1898,Romania,1970,0.4,Europe
1899,Romania,1971,0.5,Europe
1900,Romania,1972,0.5,Europe
1901,Romania,1973,0.7,Europe
1902,Romania,1974,0.9,Europe
1903,Romania,1975,1.6,Europe
1904,Romania,1976,1.7,Europe
1905,Romania,1977,1.2,Europe
1906,Romania,1978,1.5,Europe
1907,Romania,1979,1.6,Europe
1908,Romania,1980,1.5,Europe
1909,Romania,1981,1.5,Europe
1910,Romania,1982,1.5,Europe
1911,Romania,1983,1.5,Europe
1912,Romania,1984,1.5,Europe
1913,Romania,1985,1.4,Europe
1914,Romania,1986,1.5,Europe
1915,Romania,1987,1.5,Europe
1916,Romania,1988,1.6,Europe
1917,Romania,1989,1.6,Europe
1918,Romania,1990,1.4,Europe
1919,Romania,1991,1.6,Europe
1920,Romania,1992,1.3,Europe
1921,Romania,1993,1.4,Europe
1922,Romania,1994,1.7,Europe
1923,Romania,1995,1.5,Europe
1924,Romania,1996,1.6,Europe
1925,Romania,1997,1.5,Europe
1926,Romania,1998,1.8,Europe
1927,Romania,1999,1.5,Europe
1928,Romania,2000,1.4,Europe
1929,Romania,2001,1.4,Europe
1930,Romania,2002,1.5,Europe
1931,Romania,2003,1.5,Europe
1932,Romania,2004,1.6,Europe
1933,Romania,2005,1.6,Europe
1934,Romania,2006,1.5,Europe
1935,Romania,2007,1.7,Europe
1936,Romania,2008,1.7,Europe
1937,Romania,2009,1.6,Europe
1938,Romania,2010,1.6,Europe
1939,Romania,2011,1.8,Europe
1940,Romania,2012,1.6,Europe
1941,Romania,2013,1.4,Europe
1942,Romania,2014,1.4,Europe
1943,Romania,2015,1.6,Europe
1944,Romania,2016,1.5,Europe
1945,Romania,2017,1.6,Europe
